filename	au-name	au-birth	au-death	title	au-gender	firsted-yr	printSource-yr	form	spelling	data-capture	token count	vols_count	size	bgrf	author_wikidata	author_MiMoText-ID	title_wikidata	title_MiMoText-ID	lang	publisher	distributor	distribution_date	copyright_status	digitalSource_Title	digitalSource_Ref	digitalSource_Publisher	digitalSource_Date	printSource_title	printSource_author	printSource_pubPlace	printSource_publisher	printSource_date	resp_datacapture	resp_encoding
Reveroni_Pauliska	Jacques-Antoine de Révérony Saint-Cyr	1767	1829	Pauliska ou la Perversité moderne	M	1798	1798	autodiegetic	modern	semi-automatic transcription	64951	1	medium	98.85	Q3157878	Q852	Q3372783	Q1094	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Pauliska, ou la Perversité moderne (1798-1799) mémoires récents d’une                        Polonaise	https://fr.wikisource.org/wiki/Pauliska,_ou_la_Perversit%C3%A9_moderne	Wikisource	2020	Pauliska, ou la Perversité moderne	Jacques-Antoine de Révéroni Saint-Cyr	Paris	Lemierre	1798	Wikisource contributors	Julia Dudar
Riccoboni_Ernestine	Marie Jeanne Riccoboni	1713	1792	Histoire d'Ernestine	F	1765	1818	heterodiegetic	modern	semi-automatic transcription	18417	1	short	65.40	Q3087936	Q823	Q120552696	Q3983	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres complètes, Tome I, Histoire d’Ernestine	https://fr.wikisource.org/wiki/Histoire_d%E2%80%99Ernestine	Wikisource	2022	Histoire d'Ernestine	Marie Jeanne Riccoboni	Paris	Foucault, Libraire	1818	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Riccoboni_Histoire	Marie Jeanne Riccoboni	1713	1792	Histoire du marquis de Cressy	F	1758	1814	heterodiegetic	modern	semi-automatic transcription	25983	1	short	58.17	Q3087936	Q823	Q123255445	Q1018	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Histoire du marquis de Cressy	https://www.frantext.fr/	Frantext	unknown	Histoire du marquis de Cressy	Marie-Jeanne Riccoboni	Paris	unknown	1814	frantext	Johanna Konstanciak
Riccoboni_LettreJuliette	Marie Jeanne Riccoboni	1713	1792	Lettre de Milady Juliette Catesby à Milady Henriette Campley	F	1759	1759	epistolary	modern	semi-automatic transcription	33224	1	short	59.22	Q3087936	Q823	Q123255446	Q1021	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Lettre de Milady Juliette Catesby à Milady Henriette Campley	https://www.frantext.fr/	Frantext	unknown	Lettre de Milady Juliette Catesby à Milady Henriette Campley	Marie-Jeanne Riccoboni	Amsterdam, Paris	unknown	1759	frantext	Johanna Konstanciak
Riccoboni_LettresAdelaide	Marie Jeanne Riccoboni	1713	1792	Lettres d'Adelaïde de Dammartin, comtesse de Sancerre, à M. le Comte de Nancé, son ami	F	1767	1818	epistolary	modern	semi-automatic transcription	49413	1	short	67.44	Q3087936	Q823	Q123255448	Q1034	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres complètes, t. 4., Lettres d'Adelaïde de Dammartin, comtesse de                        Sancerre, à M. le Comte de Nancé, son ami	https://www.frantext.fr/	Frantext	unknown	Lettres d'Adelaïde de Dammartin, comtesse de Sancerre, à M. le Comte de                        Nancé, son ami	Marie-Jeanne Riccoboni	Paris	unknown	1818	frantext	Johanna Konstanciak
Riccoboni_LettresFanni	Marie Jeanne Riccoboni	1713	1792	Lettres de Fanni Butler à Milord Charles Alfred de Caitombridge	F	1757	1757	epistolary	modern	semi-automatic transcription	32030	1	short	57.12	Q3087936	Q823	Q123255444	Q1016	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Collection complète des Œuvres, t. 1., Lettres de Fanni Butler à Milord                        Charles Alfred de Caitombridge	https://www.frantext.fr/	Frantext	unknown	Lettres de Fanni Butler à Milord Charles Alfred de Caitombridge	Marie-Jeanne Riccoboni	Neuchatel	unknown	1757	frantext	Johanna Konstanciak
Riccoboni_MissJenny	Marie Jeanne Riccoboni	1713	1792	Histoire de Miss Jenny	F	1764	1818	autodiegetic	historical	semi-automatic transcription	94500	1	medium	64.39	Q3087936	Q823	Q123255447	Q1029	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres complètes, t. 1., Histoire de Miss Jenny, écrite et envoyée par                        elle à Miladi, comtesse de Roscomond	https://www.frantext.fr/	Frantext	unknown	Histoire de Miss Jenny, écrite et envoyée par elle à Miladi, comtesse de                        Roscomond	Marie-Jeanne Riccoboni	unknown	unknown	1818	frantext	Johanna Konstanciak
Riccoboni_MylordRivers	Marie Jeanne Riccoboni	1713	1792	Lettres de Mylord Rivers à Sir Charles Cardigan	F	1776	1776	epistolary	historical	semi-automatic transcription	49147	1	short	77.57	Q3087936	Q823	Q123255449	Q1049	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LettresDeMylordRiversASirCharlesCardigan	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Lettres de Mylord Rivers à Sir Charles Cardigan	Marie-Jeanne Riccoboni	unknown	unknown	1776	unknown	Amelie Probst
Ripault_Journee	Louis Ripault	1775	1823	Une Journée de Paris	F	1797	1797	autodiegetic	historical	semi-automatic transcription	13375	1	long	97.61	Q3263019	Q828	Q123255450	Q2586	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Une Journée de Paris	http://gallica.bnf.fr/ark:/12148/bpt6k6449931q	Bibliothèque national de France	2012	Une Journée de Paris	Louis Ripault	Paris, Orléans	Johanneau, Tous les marchands de Nouveautés, Berthevin et Ripault	1797	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Rosny_Firmin	Joseph Rosny	1771	1814	Firmin ou le Jouet de la fortune	M	1798	1798	autodiegetic	modern	semi-automatic transcription	37304	2	short	98.88	Q52149410	Q837	Q57200464	Q1095	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Firmin ou le Jouet de la fortune. Histoire d’un jeune émigré	https://fr.wikisource.org/wiki/Firmin_ou_le_Jouet_de_la_fortune	Wikisource	2018	Firmin ou le Jouet de la fortune Histoire d'un jeune émigré	Joseph Rosny	Paris	Pigoreau	1798	Wikisource contributors	Amelie Probst
Rousseau_Emile	Jean-Jacques Rousseau	1712	1778	Émile ou de l'éducation	M	1762	1780-1789	autodiegetic	modern	semi-automatic transcription	271453	2	long	62.33	Q6527	Q842	Q913599	Q1027	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	COLLECTION COMPLÈTE DES ŒUVRES DE JEAN JACQUES ROUSSEAU, VOLUME 4: Emile                        ou de l’éducation	https://www.rousseauonline.ch/Text/volume-4-emile-ou-de-l-education-tome-premier.php, https://www.rousseauonline.ch/Text/volume-5-emile-ou-de-l-education-tome-ii.php	Rousseau Online	2012	Émile ou de l'éducation	Jean-Jacques Rousseau	Londres	J.M. Gallanar	1780-1789	Jean-Jacques Rousseau Collection complète des oeuvres	Julia Dudar
Rousseau_Julie	Jean-Jacques Rousseau	1712	1778	Julie, ou La nouvelle Héloïse	M	1761	1774	epistolary	modern	semi-automatic transcription	291120	1	long	61.18	Q6527	Q842	Q129289	Q1429	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	COLLECTION COMPLÈTE DES ŒUVRES DE JEAN JACQUES ROUSSEAU, VOLUME 2: Julie                        ou la nouvelle Eloise	https://www.rousseauonline.ch/Text/volume-2-julie-ou-la-nouvelle-eloise-tome-premier.php, https://www.rousseauonline.ch/Text/volume-3-julie-ou-la-nouvelle-eloise-tome-ii.php	Rousseau Online	2012	Julie, ou La nouvelle Héloïse	Jean-Jacques Rousseau	Londres	J.M. Gallanar	1774	rousseauonline	Pia Geißel
Rousseau_Reine	Jean-Jacques Rousseau	1712	1778	La Reine Fantasque	M	1758	1769	heterodiegetic	modern	semi-automatic transcription	5796	1	short	58.18	Q6527	Q842	Q123255452	Q1379	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	COLLECTION COMPLÈTE DES ŒUVRES DE JEAN JACQUES ROUSSEAU, VOLUME 7: LA                        REINE FANTASQUE, CONTE.	https://www.rousseauonline.ch/Text/la-reine-fantasque-conte.php	Rousseau Online	2012	La Reine Fantasque	Jean-Jacques Rousseau	Amsterdam	unknown	1769	rousseauonline	Henning Gebhard, Johanna Konstanciak
Rousseau_Reveries	Jean-Jacques Rousseau	1712	1778	Les rêveries du promeneur solitaire	M	1782	1782	autodiegetic	modern	semi-automatic transcription	42946	1	short	0	Q6527	Q842	Q129476	Q3984	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	COLLECTION COMPLÈTE DES ŒUVRES DE JEAN JACQUES ROUSSEAU, VOLUME 10: LES                        RÊVERIES DU PROMENEUR SOLITAIRE	https://www.rousseauonline.ch/Text/Section0077.php	Rousseau Online	2012	Les rêveries du promeneur solitaire	Jean-Jacques Rousseau	Genève	unknown	1782	rousseauonline	Henning Gebhard, Johanna Konstanciak
Sacy_Amours	Claude Louis Michel de Sacy	1746	1794	Les Amours de Mirtil	M	1761	1761	heterodiegetic	historical	double keying	13698	1	short	61.19	Q1096895	Q854	Q123255453	Q1430	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les amours de Mirtil	https://gallica.bnf.fr/ark:/12148/bpt6k1056854q	Bibliothèque national de France	2014	Les amours de Mirtil	Claude-Louis-Michel de Sacy	Constantinople	Joseph-Gérard Barbou	1761	"double keying by ""Jiangsu"", China"	Julia Dudar
Sade_120	Marquis de Sade	1740	1814	Les Cent Vingt Journées de Sodome	M	1904	1904	heterodiegetic	modern	semi-automatic transcription	165998	1	long	1	Q123867	Q855	Q1210734	Q3985	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les 120 Journées de Sodome, ou l’École du libertinage	https://fr.wikisource.org/wiki/Les_120_Journ%C3%A9es_de_Sodome	Wikisource	2022	Les 120 Journées de Sodome, ou l'École du libertinage	Donatien Alphonse François de Sade	Paris	Club des Bibliophiles	1904	Wikisource contributors	Julia Dudar
Sade_Aline	Marquis de Sade	1740	1814	Aline et Valcour ou le roman philosophique	M	1795	1795	epistolary	historical	semi-automatic transcription	297966	1	long	95.36	Q123867	Q855	Q629452	Q1085	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Aline et Valcour, ou Le Roman Philosophique.	http://www.gutenberg.org/ebooks/60827	Projekt Gutenberg	2019	Aline et Valcour, ou Le Roman Philosophique	Donatien de Sade	Paris	Veuve Girouard	1795	Gutenberg contributors	Pia Geißel
Sade_Crimes	Marquis de Sade	1740	1814	Les crimes de l'amour	M	1799	1799	unknown	modern	semi-automatic transcription	188567	4	long	00.135	Q123867	Q855	Q122944404	Q1137	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les crimes de l’amour, Nouvelles héroïques et tragiques	https://fr.wikisource.org/wiki/Les_crimes_de_l%E2%80%99amour,_Nouvelles_h%C3%A9ro%C3%AFques_et_tragiques	Wikisource	2022	Les crimes de l'amour	Marquis de Sade	Paris	Massé	1799	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Sade_Infortunes	Marquis de Sade	1740	1814	Les Infortunes de la vertu	M	1787	1787	heterodiegetic	modern	semi-automatic transcription	53703	1	medium	1	Q123867	Q855	Q3233344	Q3986	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Infortunes de la vertu	https://www.ebooksgratuits.com/details.php?book=556	Ebooks Libres & Gratuits	2003	Les Infortunes de la vertu	Donatien de Sade	unknown	unknown	1787	Ebooks libres et gratuits contributors	Julia Dudar
Sade_Justine	Marquis de Sade	1740	1814	Justine ou les Malheurs de la vertu	M	1791	1791	heterodiegetic	modern	semi-automatic transcription	119412	1	long	91.42	Q123867	Q855	Q1329470	Q1078	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Justine ou Les Malheurs de la vertu	https://www.ebooksgratuits.com/details.php?book=557	Ebooks Libres & Gratuits	2004	Justine ou les Malheurs de la vertu	Donatien de Sade	Hollande	Les Libraires Associés	1791	Ebooks libres et gratuits contributors	Julia Dudar
Sade_Philosophie	Marquis de Sade	1740	1814	La Philosophie dans le boudoir	M	1791	1791	dialogue novel	modern	semi-automatic transcription	67671	1	medium	95.37	Q123867	Q855	Q122944800	Q1086	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La Philosophie dans le boudoir ou Les Instituteurs immoraux	https://www.ebooksgratuits.com/details.php?book=1796	Ebooks Libres & Gratuits	2009	La Philosophie dans le boudoir	Donatien de Sade	unknown	unknown	1791	Ebooks libres et gratuits contributors	Julia Dudar
Saurin_Mirza	Bernard-Joseph Saurin	1706	1781	Mirza et Fatmé	M	1754	1754	heterodiegetic	historical	semi-automatic transcription	27525	1	short	54.31	Q822205	Q877	Q123255454	Q1308	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Mirza et Fatmé , conte indien traduit de l'arabe	https://gallica.bnf.fr/ark:/12148/bpt6k15272817	Bibliothèque national de France	2020	Mirza et Fatmé, conte indien traduit de l'Arabe	Bernard-Joseph Saurin	La Haye	unknown	1754	gallica	Johanna Konstanciak
Segur_Correspondance	Joseph Alexandre Pierre de Ségur	1756	1805	Correspondance secrète entre Ninon de Lenclos, le Marquis de Villarceaux et Madame M.	M	1789	1805	epistolary	historical	semi-automatic transcription	36946	1	short	89.104	Q321684	Q918	Q123255455	Q1075	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Correspondance secrète entre Ninon de Lenclos, le marquis de                        Villarceaux, et Mme. de Maintenon	https://www.google.de/books/edition/Correspondance_secr%C3%A8te_entre_Ninon_de_L/8WlVAAAAcAAJ?hl=de	Google Books	2013	Correspondance secrète entre Ninon de Lenclos, le Marquis de Villarceaux                        et Madame M.	Alexandre-Joseph-Pierre vicomte de Ségur	Paris	Renard	1805	googlebooks	Johanna Konstanciak
Senac_Emigre	Gabriel Sénac de Meilhan	1736	1803	L'Émigré	M	1797	1797	epistolary	historical	semi-automatic transcription	140009	1	long	97.74	Q3093966	Q920	Q123255456	Q1090	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’Émigré	https://fr.wikisource.org/wiki/L%E2%80%99%C3%89migr%C3%A9/Texte_entier	Wikisource	2019	L'Émigré	Gabriel Sénac de Meilhan	Brunsvick	P. F. Fauche et compagnie	1797	Wikisource contributors	Pia Geißel
Souza_Adele	Adélaïde Filleul Marquise de Souza-Botelho	1761	1836	Adèle de Senange	F	1794	1821	epistolary	modern	semi-automatic transcription	53365	1	medium	94.13	Q589562	Q904	Q123255457	Q1082	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Adèle de Sénange	http://www.gutenberg.org/ebooks/27837	Projekt Gutenberg	2009	Adèle de Senange	Adélaïde de Souza	Paris	Alexis Eymery	1821	gutenberg contributors	Amelie Probst
Souza_Emilie	Adélaïde Filleul Marquise de Souza-Botelho	1761	1836	Emilie et Alphonse	F	1799	1799	epistolary	modern	semi-automatic transcription	70730	1	medium	99.167	Q589562	Q904	Q123255458	Q2693	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Emilie et Alphonse	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/799/table-of-contents/	The Intertextual Hub	unknown	Émilie et Alphonse	Adélaïde de Souza	unknown	unknown	1799	Hub18thcFrench	Johanna Konstanciak
Tiphaigne_Amilec	Charles-François Tiphaigne de la Roche	1722	1774	Amilec	M	1753	1754	autodiegetic	historical	semi-automatic transcription	17512	1	short	53.33	Q2958070	Q940	Q123255461	Q1285	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Amilec, ou la Graine d'hommes. Par Monsieur Tiphaigne, Médecin de la                        Faculté de Caen	https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001100974786	Bibliothèque numérique de Lyon	unknown	Amilec, ou la Graine d'hommes	Charles-François Tiphaigne de La Roche	unknown	unknown	1754	numelyo	Amelie Probst
Tiphaigne_Galligenes	Charles-François Tiphaigne de la Roche	1722	1774	Histoire des Galligènes	M	1765	1765	heterodiegetic	historical	double keying	39652	2	short	65.50	Q2958070	Q940	Q123255460	Q1550	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Histoire des Galligènes ou Mémoires de Duncan	https://gallica.bnf.fr/ark:/12148/bpt6k6694c, https://gallica.bnf.fr/ark:/12148/bpt6k290089	Bibliothèque national de France	2014, 2014	Histoire des Galligènes ou Mémoires de Duncan	Charles-François Tiphaigne de La Roche	Amsterdam, Paris	Arkstée & Merkus, Veuve Durand	1765	"double keying by ""Jiangsu"", China"	Julia Dudar
Tressan_Jehan	Louis-Élisabeth de La Vergne de Tressan	1705	1783	Histoire du petit Jehan de Saintré, et de Gérard de Nevers	M	1780	1824	heterodiegetic	historical	semi-automatic transcription	28298	1	short	80.32	Q219622	Q950	Q123255462	Q2030	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Histoires du petit Jehan de Saintré, et de Gérard de Nevers , par                        Tressan.	https://gallica.bnf.fr/ark:/12148/bpt6k9458079	Bibliothèque national de France	2015	Histoire du petit Jehan de Saintré, et de Gérard de Nevers, par Tressan	Louis-Élisabeth de La Vergne de Tressan	Paris	Salmon	1824	gallica	Johanna Konstanciak
Tressan_Prince	Louis-Élisabeth de La Vergne de Tressan	1705	1783	Histoires du petit Jehan de Saintré, et de Gérard de Nevers	M	1780	1824	heterodiegetic	historical	semi-automatic transcription	29427	1	short	80.33	Q219622	Q950	Q123255463	Q2031	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Histoires du petit Jehan de Saintré, et de Gérard de Nevers , par                        Tressan.	https://gallica.bnf.fr/ark:/12148/bpt6k9458079	Bibliothèque national de France	2015	Histoire du petit Jehan de Saintré, et de Gérard de Nevers, par Tressan	Louis-Elisabeth de La Vergne de Tressan	Paris	Salmon	1824	gallica	Johanna Konstanciak
Villeneuve_Temps	Gabrielle-Suzanne de Villeneuve	1685	1755	Le temps et la patience	F	1768	1768	heterodiegetic	modern	semi-automatic transcription	83230	2	medium	68.54	Q469944	Q972	Q123255464	Q1667	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Temps et la patience	https://fr.wikisource.org/wiki/Le_Temps_et_la_patience	Wikisource	2022	Le temps et la patience	Gabrielle-Suzanne de Villeneuve	Amsterdam, Paris	Charles Hochereau	1768	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Voisenon_Histoire	Claude-Henri de Fusée de Voisenon	1708	1775	Histoire de la Félicité	M	1751	1781	autodiegetic	modern	semi-automatic transcription	10888	1	short	51.42	Q2976734	Q980	Q123255466	Q1010	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Romans et Contes. Histoire de la Félicité	https://www.frantext.fr/	Frantext	unknown	Histoire de la Félicité	Claude Henri de Fusée de Voisenon	unknown	unknown	1781	frantext	Johanna Konstanciak
Voltaire_Amabed	Voltaire	1694	1778	Les Lettres d'Amabed	M	1769	1877	epistolary	modern	semi-automatic transcription	16951	1	short	69.69	Q9068	Q981	Q41712151	Q3987	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres complètes de Voltaire, tome 21, Les Lettres d’Amabed	https://fr.wikisource.org/wiki/Les_Lettres_d%E2%80%99Amabed	Wikisource	2022	Les Lettres d'Amabed	Voltaire	Paris	Garnier	1877	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Voltaire_Candide	Voltaire	1694	1778	Candide, ou l'Optimisme	M	1759	1791	heterodiegetic	modern	semi-automatic transcription	33824	1	short	59.25	Q9068	Q981	Q215894	Q1022	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Candide ou l’optimisme	https://ebooks-bnr.com/voltaire-candide-ou-loptimisme/	Ebooks Libres & Gratuits	2015	Candide, ou l'Optimisme	François-Marie Arouet Voltaire	unknown	unknown	1791	Bibliothèque numérique romande	Pia Geißel
Voltaire_Consoles	Voltaire	1694	1778	Les deux consolés	M	1756	1877	heterodiegetic	modern	semi-automatic transcription	601	1	short	56.32	Q9068	Q981	Q3231998	Q3988	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Deux Consolés	https://fr.wikisource.org/wiki/Les_Deux_Consol%C3%A9s	Wikisource	2022	Les Deux Consolés	Voltaire	Paris	Garnier	1877	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Voltaire_Eloge	Voltaire	1694	1778	Éloge historique de la raison	M	1775	1877	heterodiegetic	modern	semi-automatic transcription	3448	1	short	75.43	Q9068	Q981	Q3588033	Q3989	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Éloge historique de la raison	https://fr.wikisource.org/wiki/%C3%89loge_historique_de_la_raison	Wikisource	2022	Éloge historique de la raison	Voltaire	Paris	Garnier	1877	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Voltaire_Homme	Voltaire	1694	1778	L'Homme aux quarante écus	M	1768	1877	homodiegetic	modern	semi-automatic transcription	21748	1	short	68.55	Q9068	Q981	Q3203608	Q1035	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’Homme aux quarante écus	https://fr.wikisource.org/wiki/L%E2%80%99Homme_aux_quarante_%C3%A9cus	Wikisource	2017	L'Homme aux quarante écus	François-Marie Arouet Voltaire	Paris	Garnier	1877	Wikisource contributors	Julia Dudar
Voltaire_Ingenu	Voltaire	1694	1778	L'Ingénu	M	1767	1877	heterodiegetic	modern	semi-automatic transcription	24821	1	short	67.52	Q9068	Q981	Q1985932	Q1622	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’Ingénu	https://fr.wikisource.org/wiki/L%E2%80%99Ing%C3%A9nu	Wikisource	2022	L'Ingénu	Voltaire	Paris	Garnier	1877	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Voltaire_Jenni	Voltaire	1694	1778	Histoire de Jenni	M	1775	1877	homodiegetic	modern	semi-automatic transcription	22075	1	short	75.44	Q9068	Q981	Q41712912	Q1892	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’Histoire de Jenni ou le Sage et l’Athée	https://fr.wikisource.org/wiki/L%E2%80%99Histoire_de_Jenni_ou_le_Sage_et_l%E2%80%99Ath%C3%A9e	Wikisource	2022	L'Histoire de Jenni ou le Sage et l'Athée	Voltaire	Paris	Garnier	1877	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Voltaire_Micromegas	Voltaire	1694	1778	Micromégas	M	1752	1950	heterodiegetic	modern	semi-automatic transcription	7110	1	short	52.43	Q9068	Q981	Q1785978	Q1011	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Micromégas	https://www.frantext.fr/	Frantext	unknown	Micromégas	François-Marie Arouet Voltaire	Princeton	Univ. Press	1950	frantext	Johanna Konstanciak
Voltaire_Oreilles	Voltaire	1694	1778	Les oreilles du comte de Chesterfield	M	1775	1877	mixed	modern	semi-automatic transcription	6870	1	short	75.46	Q9068	Q981	Q41713301	Q3990	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Oreilles du Comte de Chesterfield et le Chapelain Goudman	https://fr.wikisource.org/wiki/Les_Oreilles_du_Comte_de_Chesterfield_et_le_Chapelain_Goudman	Wikisource	2022	Les oreilles du comte de Chesterfield	Voltaire	Paris	Garnier	1877	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Voltaire_Princesse	Voltaire	1694	1778	La Princesse de Babylone	M	1768	1877	heterodiegetic	modern	semi-automatic transcription	27534	1	short	68.56	Q9068	Q981	Q3211934	Q1668	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La Princesse de Babylone	https://fr.wikisource.org/wiki/La_Princesse_de_Babylone	Wikisource	2019	La Princesse de Babylone	François-Marie Arouet Voltaire	Paris	Garnier	1877	Wikisource contributors	Julia Dudar
Voltaire_Scarmentado	Voltaire	1694	1778	Histoire des voyages de Scarmentado	M	1756	1877	autodiegetic	modern	semi-automatic transcription	2917	1	short	56.32	Q9068	Q981	Q3137630	Q3992	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Histoire des voyages de Scarmentado écrite par lui-même	https://fr.wikisource.org/wiki/Histoire_des_voyages_de_Scarmentado_%C3%A9crite_par_lui-m%C3%AAme	Wikisource	2022	Histoire des voyages de Scarmentado écrite par lui-même	Voltaire	Paris	Garnier	1877	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Voltaire_Songe	Voltaire	1694	1778	Songe de Platon	M	1756	1877	heterodiegetic	modern	semi-automatic transcription	1575	1	short	56.32	Q9068	Q981	Q3490360	Q3991	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Songe de Platon	https://fr.wikisource.org/wiki/Songe_de_Platon	Wikisource	2022	Songe de Platon	Voltaire	Paris	Garnier	1877	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
