,Merard_Bergeries,Lesuire_Crime1,Ducray_Cinquante1,Constant_Laure2,Loaisel_Lucile,Kimber_Thompson2,LaPlace_Lydia,Puget_Periphas_1,Florian_Estelle,Morelly_Naufrage2,Kimber_Thompson,Puget_Periphas_2,Fourqueux_Zély,Beauharnais_Lettres,Florian_Galatée,Jacquant_Lettres,Benouville_Pensees,Gorjy_Voyage,Abbes_Voyage,Leonard_Lettres1,Popeliniere_Daira_2,Benoist_Elisabeth3,Lagrave_Sophie1,Sacy_Amours,Lagrave_Zabeth1,Tiphaigne_Galligenes_1,Constant_Laure,Beaumont_Clarice,Jacquin_Parisiennes2,Popeliniere_Daira_1,Lesuire_Aventurier1,Morelly_Naufrage,Meissner_Histoire1,Doppet_Memoires,Loaisel_Comtesse,LaPlace_Collection,Tiphaigne_Galligenes_2,sum
regne,2,3,0,0,0,0,0,14,0,3,1,13,0,1,3,0,0,0,0,2,3,1,0,0,0,2,0,0,0,4,2,16,1,3,0,0,1,75
événemens,0,0,8,3,1,1,0,0,3,4,2,0,0,6,0,1,9,0,0,5,1,0,2,0,5,2,7,0,2,1,0,2,0,0,2,7,1,75
clarence,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
l'emir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,74
asyle,0,0,0,0,6,0,3,3,5,1,0,2,0,3,3,1,0,0,0,10,0,0,1,3,1,0,0,0,0,8,10,0,0,1,7,5,0,73
joye,0,0,0,0,0,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,25,0,0,0,4,0,0,0,73
byam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,73
colere,4,0,0,0,0,13,0,4,0,0,5,1,1,5,6,0,1,0,0,1,4,2,0,0,0,0,0,0,1,14,2,1,5,1,2,0,0,73
adélaïde,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,73
devroit,0,1,0,1,3,2,0,5,1,6,4,2,0,1,2,1,9,0,0,0,0,2,0,0,3,2,3,1,3,0,2,2,4,5,3,2,3,73
lydia,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,73
connoissez,0,0,0,2,4,3,0,1,3,2,2,2,0,2,5,3,1,0,1,4,3,1,0,1,2,0,7,0,0,5,3,0,1,1,5,5,3,72
saheb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,72
instans,0,0,0,0,7,2,3,5,7,3,0,2,5,8,0,2,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,8,0,0,8,5,0,72
isles,0,0,0,0,0,0,0,2,0,52,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,71
julie,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,26,0,0,0,0,4,0,19,0,2,0,0,0,0,0,0,70
n'étois,0,2,0,5,0,3,3,0,1,0,4,1,0,6,0,6,0,0,0,6,0,3,0,0,0,2,0,1,4,0,9,1,0,5,0,8,0,70
frédégonde,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
tenoit,2,3,0,1,2,0,3,1,2,5,3,2,0,2,3,0,0,0,2,4,1,1,0,0,11,2,1,1,0,4,1,3,1,1,2,6,0,70
walter,0,0,0,0,0,63,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
devoient,0,2,0,0,1,4,2,1,6,6,1,1,0,2,2,1,1,0,0,0,2,0,0,0,0,4,0,0,1,3,3,2,1,5,2,12,4,69
l'avois,3,2,0,5,0,6,6,0,2,0,3,0,0,1,0,3,1,0,1,1,0,2,0,0,0,0,2,0,1,4,6,1,0,1,0,18,0,69
hortence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,69
savoit,2,4,0,7,5,0,1,4,1,1,0,0,0,3,3,0,0,0,0,1,1,0,0,0,13,0,4,0,0,0,5,2,3,3,5,1,0,69
oronoko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68
regardoit,0,3,0,5,2,2,2,3,11,0,3,1,0,2,3,0,0,0,0,0,0,1,0,0,6,3,2,1,0,0,4,1,1,0,2,10,0,68
auroient,2,1,0,1,0,2,0,9,2,1,2,2,0,3,0,0,3,0,1,4,2,0,0,1,0,2,5,0,5,5,1,2,2,3,0,6,1,68
restoit,1,1,0,0,1,4,0,2,2,1,2,3,0,4,3,6,0,0,1,1,0,0,0,0,7,6,1,0,5,0,3,0,0,2,1,10,1,68
n'aurois,0,1,0,0,1,0,3,0,3,1,4,0,0,3,0,4,5,0,0,1,3,2,0,0,4,0,1,0,1,5,5,1,2,6,1,11,0,68
henriette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
florizene,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
barville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,67
mad,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,67
nassès,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
méril,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
razzivil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,66
aurois,0,2,0,2,0,2,1,0,0,1,0,2,0,2,0,6,4,0,0,2,4,4,0,0,3,0,0,0,5,7,2,1,3,4,0,9,0,66
timbrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
perlencour,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
nisida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
elisabeth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,65
linval,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
premiére,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,64
rappeller,0,0,0,0,1,0,2,3,0,1,0,5,1,1,1,6,3,0,0,2,0,1,0,0,0,0,0,1,9,5,4,1,3,1,1,11,1,64
fadhilah,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
noriss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,64
scene,20,0,0,0,0,1,1,0,0,0,5,0,0,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,4,4,12,0,0,0,5,0,1,63
cherchoit,1,2,0,1,2,1,1,1,3,0,1,2,0,2,0,3,0,0,0,0,0,0,0,0,2,4,5,0,3,1,10,0,2,4,2,8,2,63
demandoit,1,2,0,2,2,1,2,2,2,0,1,0,0,2,2,1,2,0,0,1,0,0,0,0,4,1,1,0,3,6,7,1,2,3,2,8,2,63
tréfry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,63
faldoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
martelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62
faudroit,2,2,0,2,1,0,0,0,0,2,1,0,0,0,1,4,11,0,0,2,0,2,0,0,0,4,1,0,4,2,5,1,5,2,1,4,3,62
sçavez,0,0,0,0,0,9,0,1,0,2,5,1,0,0,0,4,4,0,1,0,2,2,0,0,0,3,0,0,2,4,0,0,0,0,0,17,4,61
entiere,0,0,0,0,0,2,1,12,0,1,1,3,1,5,4,0,1,0,0,2,3,5,0,0,0,2,0,0,1,4,3,1,2,0,7,0,0,61
courmill,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,60
plûpart,0,0,0,0,0,0,1,0,0,11,2,0,0,0,0,2,9,0,2,0,0,0,0,0,0,9,0,0,4,0,0,4,0,0,1,4,10,59
appercevoir,1,4,0,1,1,0,1,2,0,6,0,5,2,5,1,3,2,1,0,3,0,0,0,0,0,0,3,0,2,0,2,8,0,0,1,5,0,59
prig,0,0,0,0,0,28,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
premieres,0,0,0,0,0,2,6,2,0,0,3,2,0,4,1,0,2,0,0,7,1,3,0,0,0,2,0,0,1,5,0,6,2,3,6,0,0,58
phocide,0,0,0,0,0,0,0,16,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
sembloient,0,0,0,0,1,0,4,5,1,1,0,6,0,0,3,0,0,0,1,2,2,0,0,1,0,3,0,0,1,8,3,1,0,3,1,9,2,58
zoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,58
sermens,0,0,0,0,6,3,1,1,0,0,1,7,5,2,0,2,4,0,0,1,0,0,1,2,1,1,0,0,2,4,1,1,1,2,6,2,1,58
l'isle,0,0,0,0,0,1,0,4,0,8,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,25,0,0,0,9,0,0,0,1,0,2,1,58
sçait,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,9,11,0,0,0,1,4,0,4,0,4,0,0,4,4,0,0,0,0,0,8,1,57
thérese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57
emilie,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
desire,4,4,1,0,0,0,0,0,0,0,0,0,4,10,1,0,12,2,0,2,2,0,5,1,2,1,0,0,0,2,1,0,1,1,1,0,0,57
connoissois,1,6,0,5,0,4,2,0,0,0,2,0,0,1,0,2,0,0,0,1,3,0,0,0,0,0,1,0,4,4,3,2,0,6,0,8,1,56
paroissoient,1,1,0,2,1,3,1,2,0,3,1,1,0,1,2,5,2,0,0,0,1,0,0,0,0,2,4,0,2,1,8,1,2,3,0,5,1,56
prenoit,0,3,0,1,0,6,0,0,2,1,4,1,0,0,0,1,1,0,0,1,1,2,0,1,11,3,1,0,0,1,3,3,0,1,0,7,1,56
tircis,23,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
félici,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
cervantes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
zegri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
jupiter,0,0,0,0,0,0,0,11,0,0,0,33,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,55
d'alep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,54
sentoit,1,0,0,1,0,3,3,1,1,0,4,3,0,1,1,4,0,0,0,0,1,0,0,1,14,1,0,0,0,2,4,1,0,0,0,6,1,54
espéce,0,0,0,0,0,1,0,0,0,17,1,0,0,0,0,11,10,0,0,0,2,0,0,0,0,3,0,0,2,0,0,6,0,0,0,1,0,54
montmor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54
franval,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
pensois,2,0,0,3,0,2,2,0,1,1,1,0,0,2,0,2,1,0,0,1,5,0,0,0,0,0,4,0,3,8,1,0,3,0,0,11,0,53
belzek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,53
cherchois,0,3,0,2,2,2,0,0,0,1,2,0,0,1,1,9,0,0,0,1,2,0,0,0,0,0,3,0,9,4,1,0,0,3,2,5,0,53
marcin,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,52
jamoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52
méris,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
alcine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,37,52
jetta,0,0,0,0,0,6,3,0,0,2,9,0,2,0,0,6,2,0,0,2,2,0,0,0,0,1,0,0,1,4,1,2,4,0,0,5,0,52
apperçu,0,9,0,0,2,1,0,2,0,1,1,0,0,3,0,0,2,2,0,3,0,3,0,0,0,0,3,0,3,0,6,2,0,2,2,5,0,52
apperçut,1,1,0,2,1,0,1,0,0,1,0,2,4,0,3,0,0,1,0,1,0,0,0,3,0,6,1,0,0,3,8,2,2,0,1,6,2,52
phocus,0,0,0,0,0,0,0,16,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
d'auterive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
d'auraigniac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,51
marville,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,51
etre,0,0,1,0,0,1,0,1,0,18,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,7,1,1,0,0,51
elmedor,0,0,0,0,0,0,0,35,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
lle,49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
bernard,0,1,1,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50
venoient,0,2,0,1,1,0,0,0,4,2,1,4,0,1,2,6,0,0,0,1,2,1,0,0,1,0,1,0,1,2,4,4,1,1,1,3,3,50
craignois,1,2,0,1,1,2,3,0,0,0,1,0,0,2,1,2,0,0,0,5,0,1,0,0,1,0,2,0,1,0,1,1,2,2,1,17,0,50
almont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,2,49
allarmes,0,0,0,0,5,2,2,0,0,0,0,5,0,0,0,5,0,1,1,0,3,2,0,5,0,0,0,0,2,6,0,0,0,0,5,5,0,49
complimens,0,4,2,4,0,8,2,0,0,0,5,0,1,0,0,2,0,2,2,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,10,0,48
erectée,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
annette,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
pourroient,0,2,0,2,0,1,4,3,0,3,2,0,0,2,0,0,2,0,0,2,0,0,0,0,1,3,1,0,1,0,3,4,1,0,0,7,4,48
carosse,0,0,0,1,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,20,0,47
méritoit,3,3,0,3,2,2,1,0,0,0,3,0,0,1,1,1,0,0,0,2,1,1,0,0,1,0,2,0,2,4,5,1,0,2,2,3,1,47
jetté,1,0,0,0,2,4,1,1,0,4,6,0,1,0,1,1,0,0,0,2,0,2,0,0,0,2,0,0,2,2,0,3,4,0,2,6,0,47
zoah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
alloient,0,0,0,2,1,0,0,2,7,1,1,2,0,1,3,0,0,0,0,3,1,1,0,1,2,2,4,0,0,3,1,5,0,0,1,3,0,47
ximenès,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
philis,39,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
almanza,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
misere,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,1,0,0,5,3,0,0,0,0,0,0,0,6,2,1,0,5,6,4,0,0,46
carriere,1,0,0,0,0,1,1,6,0,0,0,3,0,0,0,0,1,0,0,3,0,2,0,0,0,3,0,0,5,0,1,0,0,4,13,0,2,46
gémissemens,0,0,0,0,6,0,0,3,1,4,0,0,1,1,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,5,1,3,0,3,6,2,2,45
ferois,0,3,0,3,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,1,2,6,0,0,4,0,4,0,0,2,1,0,4,1,0,7,0,45
manquoit,0,1,0,0,0,1,4,0,0,0,4,0,0,1,1,2,0,0,1,0,4,2,0,0,2,2,1,0,1,4,4,0,1,4,0,4,1,45
salviati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,45
sçavoit,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,9,1,0,0,0,0,3,0,0,0,3,0,0,2,1,0,0,0,0,0,14,3,45
freres,0,0,0,0,0,0,0,1,0,2,0,2,0,1,3,0,2,0,0,0,0,1,0,0,0,16,0,0,0,0,0,6,2,1,0,0,8,45
gaston,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
cécrops,0,0,0,0,0,0,0,22,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
d'athenes,0,0,0,0,0,0,0,10,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45
desirer,3,1,2,0,1,0,1,0,0,0,0,0,6,2,0,0,7,3,0,3,0,0,7,0,1,2,0,0,0,2,0,0,0,2,1,0,0,44
thérésine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,44
savois,1,6,0,3,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,4,0,5,0,0,0,9,3,1,4,0,0,0,44
servoit,0,1,0,0,5,0,4,4,0,1,3,1,0,0,1,4,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,5,6,3,44
craignoit,0,0,0,1,2,4,0,2,2,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,5,0,0,1,0,0,2,2,1,0,2,11,2,44
ayeul,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,44
attendoit,2,1,0,3,1,0,2,2,1,0,1,1,0,1,1,1,0,0,0,1,3,0,0,0,2,1,1,0,1,4,3,0,2,0,1,7,1,44
secrette,0,1,0,1,3,2,0,1,0,0,0,3,0,0,0,7,0,0,0,4,1,1,0,2,0,0,2,0,0,7,1,1,3,0,3,0,0,43
chûte,0,3,1,1,2,0,2,0,0,2,0,5,0,2,0,0,0,0,0,0,1,0,2,0,0,4,1,0,0,1,5,0,0,2,2,5,2,43
mystere,3,0,0,0,0,0,4,1,0,0,1,2,0,3,3,2,0,0,0,2,2,3,0,0,0,2,0,0,0,2,8,0,0,0,0,0,5,43
agrémens,0,0,0,1,1,1,1,0,0,4,1,0,0,3,0,1,1,0,1,1,0,0,0,2,3,0,9,0,7,0,1,2,0,1,1,1,0,43
regardois,0,2,0,4,0,1,2,1,0,0,2,0,0,0,1,7,0,0,0,2,2,0,0,0,0,0,1,0,3,3,0,0,0,3,0,8,0,42
d'estelle,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
angleterre,0,3,0,2,0,3,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,1,0,0,0,2,0,15,0,42
mistris,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
epoux,0,0,1,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,1,41
sincere,2,0,0,0,0,9,6,0,0,0,4,1,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,2,0,4,1,0,0,41
zavaher,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,41
serrail,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,3,0,0,0,0,0,41
zele,0,0,0,0,0,0,3,4,0,0,1,16,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,1,0,1,0,3,0,0,41
lyon,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,6,0,40
silvie,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
prieres,0,0,0,0,0,2,0,1,0,0,2,4,0,2,2,0,0,0,0,2,3,3,0,0,0,0,0,1,0,4,6,0,5,3,0,0,0,40
marton,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
fidelle,0,0,0,0,1,1,0,1,7,0,0,1,2,0,0,0,8,1,0,1,1,2,0,3,0,0,1,0,2,0,0,0,4,2,1,1,0,40
levres,6,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,1,3,2,0,7,1,10,0,1,40
alcidas,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
annonçoit,0,0,0,0,1,2,0,0,3,0,4,2,1,0,1,1,0,0,0,1,0,0,0,0,8,2,4,0,0,0,3,0,0,2,1,2,1,39
entierement,0,0,0,0,0,6,0,1,0,1,6,3,2,0,0,0,1,0,0,0,4,10,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,39
bellair,0,0,0,0,0,30,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
jettant,3,1,0,0,1,3,0,0,0,1,6,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,3,1,1,11,0,39
d'imoinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39
ferri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38
devenoit,1,0,0,1,1,1,2,2,2,0,5,2,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,1,2,1,1,3,1,38
sçu,0,0,0,0,0,1,1,2,0,1,2,1,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,13,0,38
foiblesses,0,1,0,0,3,0,1,1,0,0,2,3,0,1,0,0,3,0,0,1,0,3,0,0,2,0,0,0,1,0,0,1,0,10,2,3,0,38
fabian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
accens,0,0,0,0,5,2,0,3,4,2,0,1,0,1,0,0,0,0,1,3,1,0,0,3,0,0,0,0,0,1,0,5,0,0,5,0,0,37
ornemens,0,0,1,1,0,3,0,0,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,15,1,2,0,1,0,37
mettoit,0,1,0,3,1,2,2,1,2,0,4,1,0,1,1,4,0,0,0,0,0,1,0,0,2,1,1,0,2,2,3,0,0,0,1,1,0,37
florise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,37
flamacour,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37
